2013-14 State, District, School Level EOG and EOC Report								
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.								
Results are blank or excluded from the file if the denominator is less than 5 scores or students.								
College & Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above								
								
Note:  Filter applied to all columns headers.  For sorting or filtering, click on the down arrow.								
District Name	School Name	School Code	Subject	Percent Level 1	Percent Level 2	Percent Level 3	Percent Level 4	Percent Level 5
Johnston County Schools	Benson Middle	510310	All EOC	<5	21.7	34.8	34.8	<5
Johnston County Schools	Benson Middle	510310	Math I	<5	21.7	34.8	34.8	<5
Johnston County Schools	Clayton High	510324	All Subjects	22.8	20.3	11.7	38.0	7.2
Johnston County Schools	Clayton High	510324	All EOC	22.8	20.3	11.7	38.0	7.2
Johnston County Schools	Clayton High	510324	Math I	32.3	19.4	14.8	29.2	<5
Johnston County Schools	Clayton High	510324	Biology	20.9	22.4	9.5	34.7	12.6
Johnston County Schools	Clayton High	510324	English II	14.1	19.3	10.3	51.4	<5
Johnston County Schools	West Clayton Elementary	510326	All Subjects	17.8	24.9	9.2	38.1	10.0
Johnston County Schools	West Clayton Elementary	510326	All EOG	17.8	24.9	9.2	38.1	10.0
Johnston County Schools	West Clayton Elementary	510326	EOG Grade 3	13.6	21.1	14.3	37.9	13.2
Johnston County Schools	West Clayton Elementary	510326	EOG Grade 4	20.6	27.3	7.8	36.9	7.3
Johnston County Schools	West Clayton Elementary	510326	EOG Grade 5	18.1	25.4	7.3	39.1	10.0
Johnston County Schools	West Clayton Elementary	510326	All Reading	18.4	22.5	12.2	39.0	8.0
Johnston County Schools	West Clayton Elementary	510326	Reading Grade 3	17.9	20.7	15.7	35.7	10.0
Johnston County Schools	West Clayton Elementary	510326	Reading Grade 4	15.7	23.3	9.9	45.9	5.2
Johnston County Schools	West Clayton Elementary	510326	Reading Grade 5	21.4	23.1	11.6	34.7	9.2
Johnston County Schools	West Clayton Elementary	510326	All Math	16.7	28.5	7.2	35.7	12.0
Johnston County Schools	West Clayton Elementary	510326	Math Grade 3	9.3	21.4	12.9	40.0	16.4
Johnston County Schools	West Clayton Elementary	510326	Math Grade 4	25.6	31.4	5.8	27.9	9.3
Johnston County Schools	West Clayton Elementary	510326	Math Grade 5	13.9	31.2	<5	39.9	11.0
Johnston County Schools	West Clayton Elementary	510326	All Science	19.1	22.0	6.4	42.8	9.8
Johnston County Schools	West Clayton Elementary	510326	Science Grade 5	19.1	22.0	6.4	42.8	9.8
Johnston County Schools	Cleveland High	510327	All Subjects	13.5	19.0	11.3	42.8	13.5
Johnston County Schools	Cleveland High	510327	All EOC	13.5	19.0	11.3	42.8	13.5
Johnston County Schools	Cleveland High	510327	Math I	11.9	18.2	18.4	44.7	6.8
Johnston County Schools	Cleveland High	510327	Biology	15.2	22.0	6.0	32.0	24.9
Johnston County Schools	Cleveland High	510327	English II	13.4	16.9	9.3	51.0	9.3
Johnston County Schools	Cleveland Elementary	510328	All Subjects	9.3	12.5	11.7	43.8	22.8
Johnston County Schools	Cleveland Elementary	510328	All EOG	9.3	12.5	11.7	43.8	22.8
Johnston County Schools	Cleveland Elementary	510328	EOG Grade 3	7.5	9.1	11.6	46.3	25.6
Johnston County Schools	Cleveland Elementary	510328	EOG Grade 4	13.5	14.6	11.8	40.3	19.8
Johnston County Schools	Cleveland Elementary	510328	EOG Grade 5	7.8	13.7	11.6	44.3	22.6
Johnston County Schools	Cleveland Elementary	510328	All Reading	11.8	11.8	15.3	44.7	16.4
Johnston County Schools	Cleveland Elementary	510328	Reading Grade 3	10.0	8.8	9.4	48.1	23.8
Johnston County Schools	Cleveland Elementary	510328	Reading Grade 4	16.0	12.5	18.1	41.0	12.5
Johnston County Schools	Cleveland Elementary	510328	Reading Grade 5	9.6	14.4	19.2	44.5	12.3
Johnston County Schools	Cleveland Elementary	510328	All Math	8.2	13.3	9.1	40.0	29.3
Johnston County Schools	Cleveland Elementary	510328	Math Grade 3	5.0	9.4	13.8	44.4	27.5
Johnston County Schools	Cleveland Elementary	510328	Math Grade 4	11.1	16.7	5.6	39.6	27.1
Johnston County Schools	Cleveland Elementary	510328	Math Grade 5	8.9	14.4	7.5	35.6	33.6
Johnston County Schools	Cleveland Elementary	510328	All Science	<5	12.3	8.2	52.7	21.9
Johnston County Schools	Cleveland Elementary	510328	Science Grade 5	<5	12.3	8.2	52.7	21.9
Johnston County Schools	Cleveland Middle	510329	All Subjects	9.4	16.9	8.5	41.1	24.2
Johnston County Schools	Cleveland Middle	510329	All EOG	9.7	17.5	8.7	40.7	23.4
Johnston County Schools	Cleveland Middle	510329	EOG Grade 6	11.5	20.2	10.2	40.2	17.9
Johnston County Schools	Cleveland Middle	510329	EOG Grade 7	10.6	16.4	8.5	40.5	24.0
Johnston County Schools	Cleveland Middle	510329	EOG Grade 8	7.8	16.3	7.8	41.2	26.8
Johnston County Schools	Cleveland Middle	510329	All Reading	6.8	17.0	12.0	47.1	17.1
Johnston County Schools	Cleveland Middle	510329	Reading Grade 6	7.7	17.5	13.7	44.8	16.2
Johnston County Schools	Cleveland Middle	510329	Reading Grade 7	5.8	13.5	10.5	48.8	21.5
Johnston County Schools	Cleveland Middle	510329	Reading Grade 8	6.9	20.4	11.8	47.7	13.2
Johnston County Schools	Cleveland Middle	510329	All Math	14.6	22.6	7.0	35.1	20.8
Johnston County Schools	Cleveland Middle	510329	Math Grade 6	15.2	22.9	6.7	35.6	19.6
Johnston County Schools	Cleveland Middle	510329	Math Grade 7	15.5	19.3	6.5	32.3	26.5
Johnston County Schools	Cleveland Middle	510329	Math Grade 8	12.9	25.9	7.7	37.7	15.7
Johnston County Schools	Cleveland Middle	510329	All Science	<5	<5	<5	38.3	51.5
Johnston County Schools	Cleveland Middle	510329	Science Grade 8	<5	<5	<5	38.3	51.5
Johnston County Schools	Cleveland Middle	510329	All EOC	<5	<5	<5	51.0	45.0
Johnston County Schools	Cleveland Middle	510329	Math I	<5	<5	<5	51.0	45.0
Johnston County Schools	Cooper Elementary	510330	All Subjects	23.5	27.1	11.1	30.4	7.8
Johnston County Schools	Cooper Elementary	510330	All EOG	23.5	27.1	11.1	30.4	7.8
Johnston County Schools	Cooper Elementary	510330	EOG Grade 3	17.9	23.4	15.2	29.9	13.6
Johnston County Schools	Cooper Elementary	510330	EOG Grade 4	33.3	23.7	8.3	28.2	6.4
Johnston County Schools	Cooper Elementary	510330	EOG Grade 5	21.9	30.9	10.2	31.8	5.2
Johnston County Schools	Cooper Elementary	510330	All Reading	22.3	28.1	10.1	31.7	7.9
Johnston County Schools	Cooper Elementary	510330	Reading Grade 3	19.6	25.0	9.8	33.7	12.0
Johnston County Schools	Cooper Elementary	510330	Reading Grade 4	32.1	20.5	10.3	32.1	5.1
Johnston County Schools	Cooper Elementary	510330	Reading Grade 5	17.6	36.1	10.2	29.6	6.5
Johnston County Schools	Cooper Elementary	510330	All Math	22.3	28.1	10.8	29.1	9.7
Johnston County Schools	Cooper Elementary	510330	Math Grade 3	16.3	21.7	20.7	26.1	15.2
Johnston County Schools	Cooper Elementary	510330	Math Grade 4	34.6	26.9	6.4	24.4	7.7
Johnston County Schools	Cooper Elementary	510330	Math Grade 5	18.5	34.3	5.6	35.2	6.5
Johnston County Schools	Cooper Elementary	510330	All Science	29.6	22.2	14.8	30.6	<5
Johnston County Schools	Cooper Elementary	510330	Science Grade 5	29.6	22.2	14.8	30.6	<5
Johnston County Schools	Corinth-Holders Elementary	510332	All Subjects	22.6	28.6	12.0	29.6	7.2
Johnston County Schools	Corinth-Holders Elementary	510332	All EOG	22.6	28.6	12.0	29.6	7.2
Johnston County Schools	Corinth-Holders Elementary	510332	EOG Grade 3	20.7	28.7	11.0	29.3	10.4
Johnston County Schools	Corinth-Holders Elementary	510332	EOG Grade 4	22.8	24.1	9.9	35.8	7.4
Johnston County Schools	Corinth-Holders Elementary	510332	EOG Grade 5	23.6	31.4	14.0	26.0	5.0
Johnston County Schools	Corinth-Holders Elementary	510332	All Reading	28.5	25.3	12.9	26.9	6.4
Johnston County Schools	Corinth-Holders Elementary	510332	Reading Grade 3	24.4	28.0	9.8	26.8	11.0
Johnston County Schools	Corinth-Holders Elementary	510332	Reading Grade 4	29.6	21.0	12.3	32.1	<5
Johnston County Schools	Corinth-Holders Elementary	510332	Reading Grade 5	31.4	26.7	16.3	22.1	<5
Johnston County Schools	Corinth-Holders Elementary	510332	All Math	17.7	30.1	10.8	32.1	9.2
Johnston County Schools	Corinth-Holders Elementary	510332	Math Grade 3	17.1	29.3	12.2	31.7	9.8
Johnston County Schools	Corinth-Holders Elementary	510332	Math Grade 4	16.0	27.2	7.4	39.5	9.9
Johnston County Schools	Corinth-Holders Elementary	510332	Math Grade 5	19.8	33.7	12.8	25.6	8.1
Johnston County Schools	Corinth-Holders Elementary	510332	All Science	19.8	33.7	12.8	30.2	<5
Johnston County Schools	Corinth-Holders Elementary	510332	Science Grade 5	19.8	33.7	12.8	30.2	<5
Johnston County Schools	Corinth Holders High	510333	All Subjects	15.5	21.3	13.9	39.4	9.9
Johnston County Schools	Corinth Holders High	510333	All EOC	15.5	21.3	13.9	39.4	9.9
Johnston County Schools	Corinth Holders High	510333	Math I	20.5	21.2	21.2	34.0	<5
Johnston County Schools	Corinth Holders High	510333	Biology	14.7	24.0	10.3	32.5	18.5
Johnston County Schools	Corinth Holders High	510333	English II	11.2	18.7	10.0	51.7	8.4
Johnston County Schools	Dixon Road Elementary	510334	All Subjects	17.9	23.6	10.4	36.5	11.7
Johnston County Schools	Dixon Road Elementary	510334	All EOG	17.9	23.6	10.4	36.5	11.7
Johnston County Schools	Dixon Road Elementary	510334	EOG Grade 3	18.4	21.5	12.7	36.7	10.8
Johnston County Schools	Dixon Road Elementary	510334	EOG Grade 4	18.1	26.8	10.9	31.2	13.0
Johnston County Schools	Dixon Road Elementary	510334	EOG Grade 5	17.3	23.1	8.4	39.6	11.6
Johnston County Schools	Dixon Road Elementary	510334	All Reading	21.1	23.8	12.1	34.5	8.5
Johnston County Schools	Dixon Road Elementary	510334	Reading Grade 3	20.3	21.5	13.9	32.9	11.4
Johnston County Schools	Dixon Road Elementary	510334	Reading Grade 4	20.3	26.1	14.5	33.3	5.8
Johnston County Schools	Dixon Road Elementary	510334	Reading Grade 5	22.7	24.0	8.0	37.3	8.0
Johnston County Schools	Dixon Road Elementary	510334	All Math	16.1	26.5	6.7	37.7	13.0
Johnston County Schools	Dixon Road Elementary	510334	Math Grade 3	16.5	21.5	11.4	40.5	10.1
Johnston County Schools	Dixon Road Elementary	510334	Math Grade 4	15.9	27.5	7.2	29.0	20.3
Johnston County Schools	Dixon Road Elementary	510334	Math Grade 5	16.0	30.7	<5	42.7	9.3
Johnston County Schools	Dixon Road Elementary	510334	All Science	13.3	14.7	16.0	38.7	17.3
Johnston County Schools	Dixon Road Elementary	510334	Science Grade 5	13.3	14.7	16.0	38.7	17.3
Johnston County Schools	East Clayton Elementary	510336	All Subjects	13.8	17.6	11.4	44.5	12.6
Johnston County Schools	East Clayton Elementary	510336	All EOG	13.8	17.6	11.4	44.5	12.6
Johnston County Schools	East Clayton Elementary	510336	EOG Grade 3	15.1	20.9	11.0	42.4	10.5
Johnston County Schools	East Clayton Elementary	510336	EOG Grade 4	16.2	16.2	12.3	45.6	9.8
Johnston County Schools	East Clayton Elementary	510336	EOG Grade 5	11.3	16.7	11.0	45.0	16.0
Johnston County Schools	East Clayton Elementary	510336	All Reading	14.2	15.6	10.6	51.8	7.8
Johnston County Schools	East Clayton Elementary	510336	Reading Grade 3	17.4	18.6	<5	48.8	10.5
Johnston County Schools	East Clayton Elementary	510336	Reading Grade 4	17.6	10.8	13.7	52.9	<5
Johnston County Schools	East Clayton Elementary	510336	Reading Grade 5	7.4	18.1	12.8	53.2	8.5
Johnston County Schools	East Clayton Elementary	510336	All Math	14.2	20.9	12.8	35.8	16.3
Johnston County Schools	East Clayton Elementary	510336	Math Grade 3	12.8	23.3	17.4	36.0	10.5
Johnston County Schools	East Clayton Elementary	510336	Math Grade 4	14.7	21.6	10.8	38.2	14.7
Johnston County Schools	East Clayton Elementary	510336	Math Grade 5	14.9	18.1	10.6	33.0	23.4
Johnston County Schools	East Clayton Elementary	510336	All Science	11.7	13.8	9.6	48.9	16.0
Johnston County Schools	East Clayton Elementary	510336	Science Grade 5	11.7	13.8	9.6	48.9	16.0
Johnston County Schools	Four Oaks Elementary	510340	All Subjects	26.5	24.1	11.2	29.9	8.3
Johnston County Schools	Four Oaks Elementary	510340	All EOG	26.5	24.1	11.2	29.9	8.3
Johnston County Schools	Four Oaks Elementary	510340	EOG Grade 3	27.3	28.4	11.9	24.9	7.6
Johnston County Schools	Four Oaks Elementary	510340	EOG Grade 4	26.5	19.2	9.9	34.8	9.6
Johnston County Schools	Four Oaks Elementary	510340	EOG Grade 5	25.9	23.9	11.4	30.6	8.2
Johnston County Schools	Four Oaks Elementary	510340	All Reading	29.0	20.6	14.2	29.6	6.5
Johnston County Schools	Four Oaks Elementary	510340	Reading Grade 3	26.5	22.7	13.5	29.2	8.1
Johnston County Schools	Four Oaks Elementary	510340	Reading Grade 4	29.8	16.6	14.6	34.4	<5
Johnston County Schools	Four Oaks Elementary	510340	Reading Grade 5	31.0	21.7	14.7	26.1	6.5
Johnston County Schools	Four Oaks Elementary	510340	All Math	26.5	28.1	7.3	28.1	10.0
Johnston County Schools	Four Oaks Elementary	510340	Math Grade 3	28.1	34.1	10.3	20.5	7.0
Johnston County Schools	Four Oaks Elementary	510340	Math Grade 4	23.2	21.9	5.3	35.1	14.6
Johnston County Schools	Four Oaks Elementary	510340	Math Grade 5	27.7	27.2	6.0	29.9	9.2
Johnston County Schools	Four Oaks Elementary	510340	All Science	19.0	22.8	13.6	35.9	8.7
Johnston County Schools	Four Oaks Elementary	510340	Science Grade 5	19.0	22.8	13.6	35.9	8.7
Johnston County Schools	Four Oaks Middle	510342	All Subjects	20.6	26.9	8.9	33.7	9.9
Johnston County Schools	Four Oaks Middle	510342	All EOG	21.4	27.8	9.1	32.2	9.5
Johnston County Schools	Four Oaks Middle	510342	EOG Grade 6	25.1	30.9	10.0	26.9	7.1
Johnston County Schools	Four Oaks Middle	510342	EOG Grade 7	19.6	29.2	8.2	35.7	7.3
Johnston County Schools	Four Oaks Middle	510342	EOG Grade 8	20.1	25.2	9.0	33.3	12.3
Johnston County Schools	Four Oaks Middle	510342	All Reading	15.4	27.9	11.9	36.8	8.0
Johnston County Schools	Four Oaks Middle	510342	Reading Grade 6	14.9	28.0	14.3	34.3	8.6
Johnston County Schools	Four Oaks Middle	510342	Reading Grade 7	15.8	26.9	8.2	43.3	5.8
Johnston County Schools	Four Oaks Middle	510342	Reading Grade 8	15.6	28.6	13.0	33.3	9.4
Johnston County Schools	Four Oaks Middle	510342	All Math	30.7	33.6	6.7	23.0	5.9
Johnston County Schools	Four Oaks Middle	510342	Math Grade 6	35.4	33.7	5.7	19.4	5.7
Johnston County Schools	Four Oaks Middle	510342	Math Grade 7	23.4	31.6	8.2	28.1	8.8
Johnston County Schools	Four Oaks Middle	510342	Math Grade 8	32.8	35.4	6.3	21.9	<5
Johnston County Schools	Four Oaks Middle	510342	All Science	12.0	11.5	7.8	44.8	24.0
Johnston County Schools	Four Oaks Middle	510342	Science Grade 8	12.0	11.5	7.8	44.8	24.0
Johnston County Schools	Four Oaks Middle	510342	All EOC	<5	<5	5.7	69.8	18.9
Johnston County Schools	Four Oaks Middle	510342	Math I	<5	<5	5.7	69.8	18.9
Johnston County Schools	North Johnston Middle	510344	All Subjects	23.3	25.9	10.7	33.3	6.8
Johnston County Schools	North Johnston Middle	510344	All EOG	24.1	26.6	10.6	31.9	6.8
Johnston County Schools	North Johnston Middle	510344	EOG Grade 6	32.1	27.0	10.2	25.1	5.6
Johnston County Schools	North Johnston Middle	510344	EOG Grade 7	26.7	29.1	10.1	27.7	6.4
Johnston County Schools	North Johnston Middle	510344	EOG Grade 8	16.9	24.2	11.3	39.6	8.0
Johnston County Schools	North Johnston Middle	510344	All Reading	15.7	28.1	13.6	36.9	5.8
Johnston County Schools	North Johnston Middle	510344	Reading Grade 6	20.9	26.2	13.4	33.2	6.4
Johnston County Schools	North Johnston Middle	510344	Reading Grade 7	16.5	27.7	12.8	38.4	<5
Johnston County Schools	North Johnston Middle	510344	Reading Grade 8	9.6	30.5	14.7	38.6	6.6
Johnston County Schools	North Johnston Middle	510344	All Math	36.6	29.6	8.0	20.8	5.1
Johnston County Schools	North Johnston Middle	510344	Math Grade 6	43.3	27.8	7.0	17.1	<5
Johnston County Schools	North Johnston Middle	510344	Math Grade 7	36.8	30.6	7.4	16.9	8.3
Johnston County Schools	North Johnston Middle	510344	Math Grade 8	29.9	29.9	9.6	28.9	<5
Johnston County Schools	North Johnston Middle	510344	All Science	11.2	12.2	9.6	51.3	15.7
Johnston County Schools	North Johnston Middle	510344	Science Grade 8	11.2	12.2	9.6	51.3	15.7
Johnston County Schools	North Johnston Middle	510344	All EOC	<5	<5	12.5	77.1	6.3
Johnston County Schools	North Johnston Middle	510344	Math I	<5	<5	12.5	77.1	6.3
Johnston County Schools	Glendale-Kenly Elementary	510356	All Subjects	20.1	23.1	10.8	36.9	9.0
Johnston County Schools	Glendale-Kenly Elementary	510356	All EOG	20.1	23.1	10.8	36.9	9.0
Johnston County Schools	Glendale-Kenly Elementary	510356	EOG Grade 3	16.1	20.1	13.8	38.8	11.2
Johnston County Schools	Glendale-Kenly Elementary	510356	EOG Grade 4	22.1	28.9	11.6	31.6	5.8
Johnston County Schools	Glendale-Kenly Elementary	510356	EOG Grade 5	21.9	21.6	8.2	38.9	9.5
Johnston County Schools	Glendale-Kenly Elementary	510356	All Reading	25.2	21.7	11.3	34.6	7.1
Johnston County Schools	Glendale-Kenly Elementary	510356	Reading Grade 3	20.5	17.9	12.5	41.1	8.0
Johnston County Schools	Glendale-Kenly Elementary	510356	Reading Grade 4	27.4	27.4	12.6	29.5	<5
Johnston County Schools	Glendale-Kenly Elementary	510356	Reading Grade 5	28.4	20.6	8.8	32.4	9.8
Johnston County Schools	Glendale-Kenly Elementary	510356	All Math	14.6	26.2	11.0	37.2	11.0
Johnston County Schools	Glendale-Kenly Elementary	510356	Math Grade 3	11.6	22.3	15.2	36.6	14.3
Johnston County Schools	Glendale-Kenly Elementary	510356	Math Grade 4	16.8	30.5	10.5	33.7	8.4
Johnston County Schools	Glendale-Kenly Elementary	510356	Math Grade 5	15.7	26.5	6.9	41.2	9.8
Johnston County Schools	Glendale-Kenly Elementary	510356	All Science	21.6	17.6	8.8	43.1	8.8
Johnston County Schools	Glendale-Kenly Elementary	510356	Science Grade 5	21.6	17.6	8.8	43.1	8.8
Johnston County Schools	Johnston Co Middle College	510357	All Subjects	<5	25.0	12.5	25.0	37.5
Johnston County Schools	Johnston Co Middle College	510357	All EOC	<5	25.0	12.5	25.0	37.5
Johnston County Schools	Johnston Co Middle College	510357	Biology	<5	25.0	12.5	25.0	37.5
Johnston County Schools	McGee's Crossroads Elem	510358	All Subjects	16.5	24.0	14.3	35.4	9.7
Johnston County Schools	McGee's Crossroads Elem	510358	All EOG	16.5	24.0	14.3	35.4	9.7
Johnston County Schools	McGee's Crossroads Elem	510358	EOG Grade 3	13.0	20.7	15.6	38.5	12.2
Johnston County Schools	McGee's Crossroads Elem	510358	EOG Grade 4	17.1	26.4	14.6	34.3	7.5
Johnston County Schools	McGee's Crossroads Elem	510358	EOG Grade 5	18.1	24.5	13.4	34.4	9.7
Johnston County Schools	McGee's Crossroads Elem	510358	All Reading	17.4	21.1	16.9	37.5	7.1
Johnston County Schools	McGee's Crossroads Elem	510358	Reading Grade 3	17.0	17.8	12.6	40.7	11.9
Johnston County Schools	McGee's Crossroads Elem	510358	Reading Grade 4	17.9	25.0	21.4	33.6	<5
Johnston County Schools	McGee's Crossroads Elem	510358	Reading Grade 5	17.3	20.4	16.7	38.3	7.4
Johnston County Schools	McGee's Crossroads Elem	510358	All Math	14.4	26.1	11.7	34.6	13.3
Johnston County Schools	McGee's Crossroads Elem	510358	Math Grade 3	8.9	23.7	18.5	36.3	12.6
Johnston County Schools	McGee's Crossroads Elem	510358	Math Grade 4	16.4	27.9	7.9	35.0	12.9
Johnston County Schools	McGee's Crossroads Elem	510358	Math Grade 5	17.3	26.5	9.3	32.7	14.2
Johnston County Schools	McGee's Crossroads Elem	510358	All Science	19.8	26.5	14.2	32.1	7.4
Johnston County Schools	McGee's Crossroads Elem	510358	Science Grade 5	19.8	26.5	14.2	32.1	7.4
Johnston County Schools	McGee's Crossroads Middle	510359	All Subjects	14.9	24.0	11.9	36.0	13.3
Johnston County Schools	McGee's Crossroads Middle	510359	All EOG	15.6	25.1	12.0	35.3	12.1
Johnston County Schools	McGee's Crossroads Middle	510359	EOG Grade 6	20.0	28.3	9.6	31.7	10.4
Johnston County Schools	McGee's Crossroads Middle	510359	EOG Grade 7	17.0	27.1	14.0	33.3	8.6
Johnston County Schools	McGee's Crossroads Middle	510359	EOG Grade 8	11.5	21.5	12.2	39.1	15.7
Johnston County Schools	McGee's Crossroads Middle	510359	All Reading	10.9	26.3	13.9	39.2	9.7
Johnston County Schools	McGee's Crossroads Middle	510359	Reading Grade 6	13.7	28.4	9.2	39.4	9.2
Johnston County Schools	McGee's Crossroads Middle	510359	Reading Grade 7	10.1	25.3	15.5	41.8	7.4
Johnston County Schools	McGee's Crossroads Middle	510359	Reading Grade 8	8.8	25.4	16.9	36.3	12.7
Johnston County Schools	McGee's Crossroads Middle	510359	All Math	22.9	29.7	11.2	25.0	11.2
Johnston County Schools	McGee's Crossroads Middle	510359	Math Grade 6	26.4	28.1	9.9	24.0	11.6
Johnston County Schools	McGee's Crossroads Middle	510359	Math Grade 7	23.9	29.0	12.5	24.9	9.8
Johnston County Schools	McGee's Crossroads Middle	510359	Math Grade 8	18.3	32.0	11.3	26.1	12.3
Johnston County Schools	McGee's Crossroads Middle	510359	All Science	7.4	7.0	8.5	54.9	22.2
Johnston County Schools	McGee's Crossroads Middle	510359	Science Grade 8	7.4	7.0	8.5	54.9	22.2
Johnston County Schools	McGee's Crossroads Middle	510359	All EOC	<5	<5	9.7	49.5	36.9
Johnston County Schools	McGee's Crossroads Middle	510359	Math I	<5	<5	9.7	49.5	36.9
Johnston County Schools	Meadow School	510360	All Subjects	19.9	27.7	11.0	31.0	10.3
Johnston County Schools	Meadow School	510360	All EOG	20.2	27.9	11.0	30.6	10.3
Johnston County Schools	Meadow School	510360	EOG Grade 3	28.1	18.0	11.5	32.4	10.1
Johnston County Schools	Meadow School	510360	EOG Grade 4	29.3	33.6	10.0	20.7	6.4
Johnston County Schools	Meadow School	510360	EOG Grade 5	18.3	28.2	10.3	35.2	8.0
Johnston County Schools	Meadow School	510360	EOG Grade 6	17.5	26.3	15.6	31.3	9.4
Johnston County Schools	Meadow School	510360	EOG Grade 7	11.8	25.0	8.6	35.5	19.1
Johnston County Schools	Meadow School	510360	EOG Grade 8	18.4	36.1	10.2	25.9	9.5
Johnston County Schools	Meadow School	510360	All Reading	19.0	28.4	14.7	29.9	8.0
Johnston County Schools	Meadow School	510360	Reading Grade 3	23.2	20.3	13.0	30.4	13.0
Johnston County Schools	Meadow School	510360	Reading Grade 4	28.6	28.6	14.3	22.9	5.7
Johnston County Schools	Meadow School	510360	Reading Grade 5	19.7	29.6	12.7	32.4	5.6
Johnston County Schools	Meadow School	510360	Reading Grade 6	11.3	26.3	25.0	32.5	5.0
Johnston County Schools	Meadow School	510360	Reading Grade 7	11.8	23.7	11.8	39.5	13.2
Johnston County Schools	Meadow School	510360	Reading Grade 8	22.4	49.0	8.2	16.3	<5
Johnston County Schools	Meadow School	510360	All Math	24.3	29.6	6.7	27.4	12.0
Johnston County Schools	Meadow School	510360	Math Grade 3	32.9	15.7	10.0	34.3	7.1
Johnston County Schools	Meadow School	510360	Math Grade 4	30.0	38.6	5.7	18.6	7.1
Johnston County Schools	Meadow School	510360	Math Grade 5	22.5	28.2	<5	33.8	11.3
Johnston County Schools	Meadow School	510360	Math Grade 6	23.8	26.3	6.3	30.0	13.8
Johnston County Schools	Meadow School	510360	Math Grade 7	11.8	26.3	5.3	31.6	25.0
Johnston County Schools	Meadow School	510360	Math Grade 8	26.5	49.0	10.2	10.2	<5
Johnston County Schools	Meadow School	510360	All Science	10.0	20.0	13.3	44.2	12.5
Johnston County Schools	Meadow School	510360	Science Grade 5	12.7	26.8	14.1	39.4	7.0
Johnston County Schools	Meadow School	510360	Science Grade 8	6.1	10.2	12.2	51.0	20.4
Johnston County Schools	Meadow School	510360	All EOC	<5	16.7	8.3	66.7	8.3
Johnston County Schools	Meadow School	510360	Math I	<5	16.7	8.3	66.7	8.3
Johnston County Schools	Archer Lodge Middle	510364	All Subjects	16.7	24.3	10.1	37.8	11.1
Johnston County Schools	Archer Lodge Middle	510364	All EOG	17.1	24.6	9.9	37.0	11.3
Johnston County Schools	Archer Lodge Middle	510364	EOG Grade 6	21.3	25.7	10.0	33.3	9.7
Johnston County Schools	Archer Lodge Middle	510364	EOG Grade 7	17.7	26.1	8.5	36.5	11.2
Johnston County Schools	Archer Lodge Middle	510364	EOG Grade 8	14.0	22.9	10.9	39.7	12.5
Johnston County Schools	Archer Lodge Middle	510364	All Reading	9.8	25.2	11.5	41.2	12.2
Johnston County Schools	Archer Lodge Middle	510364	Reading Grade 6	9.4	24.0	11.9	41.0	13.7
Johnston County Schools	Archer Lodge Middle	510364	Reading Grade 7	10.3	27.0	8.5	41.8	12.4
Johnston County Schools	Archer Lodge Middle	510364	Reading Grade 8	9.7	24.5	14.5	40.7	10.6
Johnston County Schools	Archer Lodge Middle	510364	All Math	27.2	29.4	9.0	28.0	6.4
Johnston County Schools	Archer Lodge Middle	510364	Math Grade 6	33.1	27.4	8.2	25.5	5.8
Johnston County Schools	Archer Lodge Middle	510364	Math Grade 7	25.1	25.1	8.5	31.2	10.1
Johnston County Schools	Archer Lodge Middle	510364	Math Grade 8	23.6	36.3	10.3	26.8	<5
Johnston County Schools	Archer Lodge Middle	510364	All Science	8.8	7.9	7.9	51.5	23.8
Johnston County Schools	Archer Lodge Middle	510364	Science Grade 8	8.8	7.9	7.9	51.5	23.8
Johnston County Schools	Archer Lodge Middle	510364	All EOC	5.8	16.3	14.4	57.7	5.8
Johnston County Schools	Archer Lodge Middle	510364	Math I	5.8	16.3	14.4	57.7	5.8
Johnston County Schools	Johnston Co Early College Academy	510367	All Subjects	<5	10.8	7.2	54.8	22.3
Johnston County Schools	Johnston Co Early College Academy	510367	All EOC	<5	10.8	7.2	54.8	22.3
Johnston County Schools	Johnston Co Early College Academy	510367	Math I	5.7	11.3	20.8	54.7	7.5
Johnston County Schools	Johnston Co Early College Academy	510367	Biology	7.7	13.5	<5	44.2	32.7
Johnston County Schools	Johnston Co Early College Academy	510367	English II	<5	8.2	<5	63.9	26.2
Johnston County Schools	North Johnston High	510368	All Subjects	21.5	23.2	15.5	32.0	7.9
Johnston County Schools	North Johnston High	510368	All EOC	21.5	23.2	15.5	32.0	7.9
Johnston County Schools	North Johnston High	510368	Math I	20.3	21.3	28.4	23.4	6.6
Johnston County Schools	North Johnston High	510368	Biology	19.8	25.1	6.0	34.7	14.4
Johnston County Schools	North Johnston High	510368	English II	24.6	23.4	9.9	39.2	<5
Johnston County Schools	Micro-Pine Level Elementary	510372	All Subjects	23.0	28.3	13.3	29.0	6.4
Johnston County Schools	Micro-Pine Level Elementary	510372	All EOG	23.0	28.3	13.3	29.0	6.4
Johnston County Schools	Micro-Pine Level Elementary	510372	EOG Grade 3	18.0	33.0	13.0	29.0	7.0
Johnston County Schools	Micro-Pine Level Elementary	510372	EOG Grade 4	27.7	27.7	10.3	27.2	7.1
